report_date,load_weight,Rolling_Mean_7D,Day_of_Week
2006-11-20,829.91,526.2729285714286,Monday
2006-11-21,810.2325,530.3795,Tuesday
2006-11-22,727.5315,532.9257142857143,Wednesday
2006-11-23,0.0,435.0005714285714,Thursday
2006-11-24,704.6025,439.5666428571429,Friday
2006-11-25,713.1525,540.7755714285714,Saturday
2006-11-26,0.0,540.7755714285714,Sunday
2006-11-27,960.1915,559.3872142857143,Monday
2006-11-28,1030.2935,590.8245,Tuesday
2006-11-29,953.1949999999999,623.0621428571428,Wednesday
2006-11-30,898.785,751.4599999999999,Thursday
2006-12-01,793.17,764.1125,Friday
2006-12-02,3.59,662.7464285714285,Saturday
2006-12-03,0.0,662.7464285714285,Sunday
2006-12-04,851.5775,647.2301428571428,Monday
2006-12-05,827.27,618.2267857142857,Tuesday
2006-12-06,773.6265,592.5741428571429,Wednesday
2006-12-07,807.9875,579.6030714285714,Thursday
2006-12-08,804.5535,581.2292857142857,Friday
2006-12-09,3.73,581.2492857142857,Saturday
2006-12-10,0.0,581.2492857142857,Sunday
2006-12-11,804.28,574.4925,Monday
2006-12-12,858.064,578.8916428571428,Tuesday
2006-12-13,787.9125,580.9325,Wednesday
2006-12-14,800.2175,579.8225,Thursday
2006-12-15,766.3895,574.3705,Friday
2006-12-16,6.8100000000000005,574.8104999999999,Saturday
2006-12-17,0.0,574.8104999999999,Sunday
2006-12-18,890.175,587.0812142857142,Monday
2006-12-19,936.622,598.3037857142857,Tuesday
2006-12-20,906.783,615.2852857142858,Wednesday
2006-12-21,830.946,619.6750714285714,Thursday
2006-12-22,815.3425,626.6683571428572,Friday
2006-12-23,4.57,626.348357142857,Saturday
2006-12-24,0.0,626.348357142857,Sunday
2006-12-25,0.0,499.1805,Monday
2006-12-26,788.5725,478.0305714285714,Tuesday
2006-12-27,849.373,469.82914285714287,Wednesday
2006-12-28,909.3455,481.0290714285715,Thursday
2006-12-29,910.318,494.59700000000004,Friday
2006-12-30,820.585,611.1705714285714,Saturday
2006-12-31,0.0,611.1705714285714,Sunday
2007-01-01,0.0,611.1705714285714,Monday
2007-01-02,1013.657,643.3255,Tuesday
2007-01-03,986.8605,662.9665714285715,Wednesday
2007-01-04,903.9205000000001,662.1915714285715,Thursday
2007-01-05,843.48,652.6432857142858,Friday
2007-01-06,813.415,651.619,Saturday
2007-01-07,0.0,651.619,Sunday
2007-01-08,844.8415,772.3106428571429,Monday
2007-01-09,813.5225,743.72,Tuesday
2007-01-10,796.505,716.5263571428571,Wednesday
2007-01-11,719.2475,690.1445,Thursday
2007-01-12,690.1765,668.2439999999999,Friday
2007-01-13,0.35,552.0918571428572,Saturday
2007-01-14,0.0,552.0918571428572,Sunday
2007-01-15,590.49,515.7559285714286,Monday
2007-01-16,590.49,483.89414285714287,Tuesday
2007-01-17,590.49,454.46342857142855,Wednesday
2007-01-18,959.4,488.77092857142856,Thursday
2007-01-19,1085.84,545.2942857142857,Friday
2007-01-20,775.159,655.9812857142857,Saturday
2007-01-21,775.159,766.7182857142858,Sunday
2007-01-22,1013.0055,827.0776428571428,Monday
2007-01-23,786.41,855.0662142857144,Tuesday
2007-01-24,674.6725,867.0922857142857,Wednesday
2007-01-25,686.9915,828.1767857142858,Thursday
2007-01-26,693.395,772.1132142857142,Friday
2007-01-27,4.26,661.9847857142857,Saturday
2007-01-28,0.0,551.2477857142857,Sunday
2007-01-29,797.79,520.5027142857142,Monday
2007-01-30,804.9225,523.1473571428571,Tuesday
2007-01-31,734.7275,531.7266428571428,Wednesday
2007-02-01,705.498,534.3704285714285,Thursday
2007-02-02,644.7255,527.4176428571428,Friday
2007-02-03,4.33,527.4276428571428,Saturday
2007-02-04,0.0,527.4276428571428,Sunday
2007-02-05,803.7525,528.2794285714286,Monday
2007-02-06,793.06,526.5847857142857,Tuesday
2007-02-07,740.288,527.3791428571428,Wednesday
2007-02-08,709.2225,527.9112142857142,Thursday
2007-02-09,682.11,533.2518571428571,Friday
2007-02-10,3.16,533.0847142857143,Saturday
2007-02-11,0.0,533.0847142857143,Sunday
2007-02-12,795.329,531.8813571428572,Monday
2007-02-13,785.6785,530.8268571428572,Tuesday
2007-02-14,664.049,519.9355714285714,Wednesday
2007-02-15,668.9455,514.1817142857143,Thursday
2007-02-16,646.13,509.04171428571425,Friday
2007-02-17,4.13,509.1802857142857,Saturday
2007-02-18,0.0,509.1802857142857,Sunday
2007-02-19,713.79,497.5318571428571,Monday
2007-02-20,755.4399999999999,493.21207142857145,Tuesday
2007-02-21,725.889,502.0463571428571,Wednesday
2007-02-22,711.9350000000001,508.1877142857143,Thursday
2007-02-23,695.25,515.2048571428571,Friday
2007-02-24,12.65,516.422,Saturday
2007-02-25,0.0,516.422,Sunday
2007-02-26,888.7875,541.4216428571428,Monday
2007-02-27,835.4625,552.8534285714286,Tuesday
2007-02-28,782.339,560.9177142857143,Wednesday
2007-03-01,781.4375,570.8466428571429,Thursday
2007-03-02,718.91,574.2266428571428,Friday
2007-03-03,1.74,572.6680714285714,Saturday
2007-03-04,0.0,572.6680714285714,Sunday
2007-03-05,905.5425,575.0616428571428,Monday
2007-03-06,864.5475,579.2166428571429,Tuesday
2007-03-07,855.4185,589.6565714285714,Wednesday
2007-03-08,797.919,592.0110714285713,Thursday
2007-03-09,770.21,599.339642857143,Friday
2007-03-10,4.58,599.7453571428572,Saturday
2007-03-11,0.0,599.7453571428572,Sunday
2007-03-12,979.195,610.2671428571429,Monday
2007-03-13,891.5025,614.1178571428572,Tuesday
2007-03-14,856.5745,614.283,Wednesday
2007-03-15,883.654,626.5308571428571,Thursday
2007-03-16,757.929,624.7764285714286,Friday
2007-03-17,4.57,624.775,Saturday
2007-03-18,0.0,624.775,Sunday
2007-03-19,1174.7725,652.714642857143,Monday
2007-03-20,1037.095,673.5135714285715,Tuesday
2007-03-21,1190.0265,721.1495714285714,Wednesday
2007-03-22,998.1115,737.5006428571429,Thursday
2007-03-23,1033.3225,776.8425714285713,Friday
2007-03-24,2.34,776.524,Saturday
2007-03-25,0.0,776.524,Sunday
2007-03-26,1123.7,769.2279285714285,Monday
2007-03-27,963.57,758.7243571428571,Tuesday
2007-03-28,1091.3485,744.6274999999999,Wednesday
2007-03-29,962.411,739.5274285714286,Thursday
2007-03-30,770.561,701.9900714285715,Friday
2007-03-31,8.559999999999999,702.878642857143,Saturday
2007-04-01,0.0,702.878642857143,Sunday
2007-04-02,1052.695,692.7350714285715,Monday
2007-04-03,1066.04,707.3736428571428,Tuesday
2007-04-04,1054.6225,702.1270714285713,Wednesday
2007-04-05,963.4885,702.281,Thursday
2007-04-06,888.024,719.0614285714286,Friday
2007-04-07,4.54,718.4871428571429,Saturday
2007-04-08,0.0,718.4871428571429,Sunday
2007-04-09,848.1355,689.2643571428571,Monday
2007-04-10,868.96,661.1100714285714,Tuesday
2007-04-11,866.747,634.2707142857143,Wednesday
2007-04-12,832.0005,615.4867142857144,Thursday
2007-04-13,742.9825,594.7665,Friday
2007-04-14,4.21,594.7193571428571,Saturday
2007-04-15,0.0,594.7193571428571,Sunday
2007-04-16,972.74,612.5199999999999,Monday
2007-04-17,949.7215,624.0573571428571,Tuesday
2007-04-18,898.6925,628.621,Wednesday
2007-04-19,849.455,631.1144999999999,Thursday
2007-04-20,806.4225,640.1773571428572,Friday
2007-04-21,3.7800000000000002,640.1159285714285,Saturday
2007-04-22,0.0,640.1159285714285,Sunday
2007-04-23,893.5615,628.8047142857142,Monday
2007-04-24,899.63,621.6487857142857,Tuesday
2007-04-25,867.6785,617.2182142857143,Wednesday
2007-04-26,794.014,609.2980714285713,Thursday
2007-04-27,726.12,597.8262857142857,Friday
2007-04-28,2.8,597.6862857142856,Saturday
2007-04-29,0.0,597.6862857142856,Sunday
2007-04-30,979.7495,609.9988571428572,Monday
2007-05-01,854.7235000000001,603.5836428571429,Tuesday
2007-05-02,849.1535,600.9372142857144,Wednesday
2007-05-03,810.97,603.3594999999999,Thursday
2007-05-04,728.107,603.6433571428571,Friday
2007-05-05,8.95,604.5219285714286,Saturday
2007-05-06,0.0,604.5219285714286,Sunday
2007-05-07,945.7925,599.6709285714286,Monday
2007-05-08,915.055,608.2897142857144,Tuesday
2007-05-09,901.5155,615.7700000000001,Wednesday
2007-05-10,860.3534999999999,622.8247857142857,Thursday
2007-05-11,815.25,635.2737857142856,Friday
2007-05-12,4.23,634.5995,Saturday
2007-05-13,0.0,634.5995,Sunday
2007-05-14,945.03,634.4905714285715,Monday
2007-05-15,854.9815,625.9086428571428,Tuesday
2007-05-16,912.938,627.5404285714286,Wednesday
2007-05-17,810.419,620.4069285714286,Thursday
2007-05-18,742.0,609.9426428571429,Friday
2007-05-19,1.15,609.5026428571429,Saturday
2007-05-20,0.0,609.5026428571429,Sunday
2007-05-21,925.002,606.6415,Monday
2007-05-22,881.06,610.367,Tuesday
2007-05-23,864.0625,603.3847857142856,Wednesday
2007-05-24,1008.3045,631.6541428571428,Thursday
2007-05-25,727.2305,629.5442142857142,Friday
2007-05-26,3.82,629.9256428571429,Saturday
2007-05-27,0.0,629.9256428571429,Sunday
2007-05-28,701.6775,598.0221428571429,Monday
2007-05-29,832.8375,591.1332142857143,Tuesday
2007-05-30,855.6,589.9242857142857,Wednesday
2007-05-31,822.4645,563.3757142857143,Thursday
2007-06-01,819.02,576.4885,Friday
2007-06-02,3.01,576.3727857142858,Saturday
2007-06-03,0.0,576.3727857142858,Sunday
2007-06-04,1164.48,642.4874285714286,Monday
2007-06-05,927.05,655.9463571428571,Tuesday
2007-06-06,848.5,654.9320714285714,Wednesday
2007-06-07,838.1105,657.1672142857143,Thursday
2007-06-08,752.1835,647.6191428571428,Friday
2007-06-09,31.0,651.6177142857142,Saturday
2007-06-10,0.0,651.6177142857142,Sunday
2007-06-11,982.785,625.6612857142857,Monday
2007-06-12,865.44,616.8598571428572,Tuesday
2007-06-13,904.472,624.8558571428572,Wednesday
2007-06-14,834.506,624.3409285714287,Thursday
2007-06-15,782.2525,628.6365,Friday
2007-06-16,2.96,624.6307857142857,Saturday
2007-06-17,0.0,624.6307857142857,Sunday
2007-06-18,884.9455,610.6537142857143,Monday
2007-06-19,787.2139999999999,599.4785714285714,Tuesday
2007-06-20,808.7375,585.8022142857143,Wednesday
2007-06-21,828.6785,584.9697142857143,Thursday
2007-06-22,740.935,579.0672142857143,Friday
2007-06-23,38.1,584.0872142857143,Saturday
2007-06-24,1.58,584.3129285714286,Sunday
2007-06-25,924.56,589.9721428571428,Monday
2007-06-26,858.0065,600.0853571428571,Tuesday
2007-06-27,818.8625,601.5317857142857,Wednesday
2007-06-28,743.3195000000001,589.3376428571428,Thursday
2007-06-29,686.47,581.5569285714286,Friday
2007-06-30,1.43,576.3183571428572,Saturday
2007-07-01,0.0,576.0926428571428,Sunday
2007-07-02,946.7065,579.2564285714285,Monday
2007-07-03,840.01,576.6854999999999,Tuesday
2007-07-04,542.095,537.1472857142857,Wednesday
2007-07-05,756.529,539.0343571428572,Thursday
2007-07-06,750.55,548.1886428571428,Friday
2007-07-07,6.91,548.9715,Saturday
2007-07-08,0.0,548.9715,Sunday
2007-07-09,998.323,556.3452857142858,Monday
2007-07-10,961.312,573.6741428571429,Tuesday
2007-07-11,1082.029,650.8075714285715,Wednesday
2007-07-12,915.434,673.5082857142858,Thursday
2007-07-13,791.4515,679.3513571428572,Friday
2007-07-14,3.1,678.8070714285714,Saturday
2007-07-15,0.0,678.8070714285714,Sunday
2007-07-16,910.4245,666.2501428571429,Monday
2007-07-17,817.705,645.7348571428572,Tuesday
2007-07-18,835.9345,610.5785,Wednesday
2007-07-19,809.625,595.4629285714285,Thursday
2007-07-20,747.76,589.2212857142857,Friday
2007-07-21,4.76,589.4584285714287,Saturday
2007-07-22,0.0,589.4584285714287,Sunday
2007-07-23,917.8825,590.5238571428571,Monday
2007-07-24,816.027,590.2841428571428,Tuesday
2007-07-25,872.9425,595.571,Wednesday
2007-07-26,760.678,588.5785714285714,Thursday
2007-07-27,755.8425,589.7332142857142,Friday
2007-07-28,1.9100000000000001,589.3260714285714,Saturday
2007-07-29,0.0,589.3260714285714,Sunday
2007-07-30,898.514,586.5591428571428,Monday
2007-07-31,865.9795,593.6952142857143,Tuesday
2007-08-01,875.8525,594.1109285714285,Wednesday
2007-08-02,869.194,609.6132142857142,Thursday
2007-08-03,824.5585,619.4297857142857,Friday
2007-08-04,3.45,619.6497857142857,Saturday
2007-08-05,0.0,619.6497857142857,Sunday
2007-08-06,942.02,625.8649285714285,Monday
2007-08-07,904.7015,631.3966428571429,Tuesday
2007-08-08,856.9095,628.6904999999999,Wednesday
2007-08-09,791.7935,617.6332857142858,Thursday
2007-08-10,732.75,604.5177857142857,Friday
2007-08-11,3.04,604.4592142857143,Saturday
2007-08-12,0.0,604.4592142857143,Sunday
2007-08-13,899.38,598.3677857142857,Monday
2007-08-14,808.055,584.5611428571428,Tuesday
2007-08-15,808.8525,577.6958571428571,Wednesday
2007-08-16,777.7495,575.6895714285714,Thursday
2007-08-17,780.562,582.5198571428571,Friday
2007-08-18,4.65,582.7498571428571,Saturday
2007-08-19,0.0,582.7498571428571,Sunday
2007-08-20,900.0695,582.8483571428571,Monday
2007-08-21,871.8165,591.9571428571428,Tuesday
2007-08-22,852.155,598.1432142857142,Wednesday
2007-08-23,828.344,605.371,Thursday
2007-08-24,836.5715,613.3723571428571,Friday
2007-08-25,309.63,656.9409285714285,Saturday
2007-08-26,0.0,656.9409285714285,Sunday
2007-08-27,962.947,665.9234285714285,Monday
2007-08-28,883.7365,667.6262857142857,Tuesday
2007-08-29,855.149,668.0540000000001,Wednesday
2007-08-30,813.6035,665.9482142857144,Thursday
2007-08-31,803.06,661.1608571428571,Friday
2007-09-01,4.41,617.558,Saturday
2007-09-02,0.0,617.558,Sunday
2007-09-03,658.4225,574.0545,Monday
2007-09-04,798.2755,561.8457857142857,Tuesday
2007-09-05,788.832,552.3719285714286,Wednesday
2007-09-06,815.7725,552.6817857142858,Thursday
2007-09-07,806.3975,553.1585714285715,Friday
2007-09-08,2.14,552.8342857142858,Saturday
2007-09-09,0.0,552.8342857142858,Sunday
2007-09-10,1047.7875,608.4578571428572,Monday
2007-09-11,893.226,622.0222142857143,Tuesday
2007-09-12,849.399,630.6746428571429,Wednesday
2007-09-13,787.8389999999999,626.6841428571428,Thursday
2007-09-14,740.1585,617.2214285714284,Friday
2007-09-15,3.8600000000000003,617.4671428571428,Saturday
2007-09-16,0.0,617.4671428571428,Sunday
2007-09-17,918.6525,599.0192857142857,Monday
2007-09-18,863.867,594.8251428571429,Tuesday
2007-09-19,831.4365,592.2590714285715,Wednesday
2007-09-20,789.0605,592.4335714285714,Thursday
2007-09-21,689.81,585.2409285714285,Friday
2007-09-22,2.69,585.0737857142857,Saturday
2007-09-23,0.0,585.0737857142857,Sunday
2007-09-24,877.6725,579.2194999999999,Monday
2007-09-25,854.3565,577.8608571428571,Tuesday
2007-09-26,788.0175,571.6581428571429,Wednesday
2007-09-27,781.974,570.6457857142858,Thursday
2007-09-28,731.7375,576.6354285714285,Friday
2007-09-29,3.72,576.7825714285715,Saturday
2007-09-30,0.0,576.7825714285715,Sunday
2007-10-01,911.595,581.6286428571428,Monday
2007-10-02,852.9815,581.4322142857143,Tuesday
2007-10-03,869.155,593.0232857142856,Wednesday
2007-10-04,732.3275,585.9309285714286,Thursday
2007-10-05,735.137,586.4165714285715,Friday
2007-10-06,1.01,586.0294285714286,Saturday
2007-10-07,0.0,586.0294285714286,Sunday
2007-10-08,847.27,576.8401428571428,Monday
2007-10-09,810.5765,570.7822857142858,Tuesday
2007-10-10,836.805,566.1608571428571,Wednesday
2007-10-11,765.909,570.9582142857142,Thursday
2007-10-12,770.55,576.0172142857142,Friday
2007-10-13,6.32,576.7757857142857,Saturday
2007-10-14,0.0,576.7757857142857,Sunday
2007-10-15,891.56,583.1029285714286,Monday
2007-10-16,904.914,596.5797142857143,Tuesday
2007-10-17,864.4725,600.5322142857142,Wednesday
2007-10-18,743.9775,597.3991428571428,Thursday
2007-10-19,732.296,591.9342857142857,Friday
2007-10-20,3.2,591.4885714285714,Saturday
2007-10-21,0.0,591.4885714285714,Sunday
2007-10-22,866.12,587.8542857142857,Monday
2007-10-23,814.889,574.9935714285715,Tuesday
2007-10-24,780.6725,563.0221428571429,Wednesday
2007-10-25,775.173,567.4786428571429,Thursday
2007-10-26,721.995,566.0070714285714,Friday
2007-10-27,2.46,565.9013571428571,Saturday
2007-10-28,0.0,565.9013571428571,Sunday
2007-10-29,895.502,570.0987857142857,Monday
2007-10-30,867.2975,577.5857142857143,Tuesday
2007-10-31,822.3555,583.5404285714286,Wednesday
2007-11-01,731.4875,577.2996428571429,Thursday
2007-11-02,816.74,590.8346428571429,Friday
2007-11-03,198.62,618.8575000000001,Saturday
2007-11-04,0.0,618.8575000000001,Sunday
2007-11-05,910.47,620.9957857142857,Monday
2007-11-06,860.575,620.0354285714285,Tuesday
2007-11-07,840.788,622.6686428571429,Wednesday
2007-11-08,810.085,633.8968571428571,Thursday
2007-11-09,778.095,628.3761428571428,Friday
2007-11-10,8.47,601.2118571428572,Saturday
2007-11-11,0.0,601.2118571428572,Sunday
2007-11-12,784.8625,583.2679285714286,Monday
2007-11-13,868.903,584.4576428571429,Tuesday
2007-11-14,903.2655,593.383,Wednesday
2007-11-15,804.447,592.5775714285713,Thursday
2007-11-16,758.46,589.7725714285714,Friday
2007-11-17,3.3,589.034,Saturday
2007-11-18,0.0,589.034,Sunday
2007-11-19,923.6475,608.8604285714285,Monday
2007-11-20,926.8045,617.1320714285714,Tuesday
2007-11-21,819.36,605.1455714285714,Wednesday
2007-11-22,819.36,607.276,Thursday
2007-11-23,667.2125,594.2406428571428,Friday
2007-11-24,714.7225,695.8724285714286,Saturday
2007-11-25,0.0,695.8724285714286,Sunday
2007-11-26,957.19,700.6642142857144,Monday
2007-11-27,895.225,696.1528571428571,Tuesday
2007-11-28,957.22,715.8471428571429,Wednesday
2007-11-29,830.217,717.3981428571427,Thursday
2007-11-30,851.2305,743.6864285714286,Friday
2007-12-01,2.04,641.8746428571429,Saturday
2007-12-02,0.0,641.8746428571429,Sunday
2007-12-03,945.374,640.1866428571429,Monday
2007-12-04,881.75,638.2616428571429,Tuesday
2007-12-05,882.9505,627.6517142857143,Wednesday
2007-12-06,813.78,625.3035714285714,Thursday
2007-12-07,843.475,624.195642857143,Friday
2007-12-08,4.8,624.5899285714286,Saturday
2007-12-09,0.0,624.5899285714286,Sunday
2007-12-10,962.22,626.9965000000001,Monday
2007-12-11,905.8525,630.4397142857142,Tuesday
2007-12-12,895.219,632.1923571428571,Wednesday
2007-12-13,864.4895,639.4365714285714,Thursday
2007-12-14,871.62,643.4572857142857,Friday
2007-12-15,0.48,642.8401428571427,Saturday
2007-12-16,0.0,642.8401428571427,Sunday
2007-12-17,878.432,630.8704285714285,Monday
2007-12-18,919.933,632.8819285714286,Tuesday
2007-12-19,900.314,633.6097857142857,Wednesday
2007-12-20,866.225,633.8577142857142,Thursday
2007-12-21,865.5075,632.9844999999999,Friday
2007-12-22,2.16,633.2245000000001,Saturday
2007-12-23,0.0,633.2245000000001,Sunday
2007-12-24,695.73,607.1242142857143,Monday
2007-12-25,695.73,575.0952142857143,Tuesday
2007-12-26,830.8925,565.1778571428571,Wednesday
2007-12-27,917.085,572.4435714285714,Thursday
2007-12-28,911.6155,579.0304285714285,Friday
2007-12-29,823.285,696.334,Saturday
2007-12-30,0.0,696.334,Sunday
2007-12-31,1014.3,741.844,Monday
2008-01-01,0.0,642.454,Tuesday
2008-01-02,1007.4075,667.6704285714286,Wednesday
2008-01-03,1003.8215,680.0613571428572,Thursday
2008-01-04,938.1545,683.8526428571429,Friday
2008-01-05,864.42,689.7290714285715,Saturday
2008-01-06,0.0,689.7290714285715,Sunday
2008-01-07,1105.615,702.7740714285713,Monday
2008-01-08,969.3985,841.2595714285715,Tuesday
2008-01-09,910.476,827.4122142857143,Wednesday
2008-01-10,830.0024999999999,802.5809285714286,Thursday
2008-01-11,836.3275,788.0342142857144,Friday
2008-01-12,1.47,664.7556428571428,Saturday
2008-01-13,0.0,664.7556428571428,Sunday
2008-01-14,942.7685,641.4918571428572,Monday
2008-01-15,892.23,630.4677857142857,Tuesday
2008-01-16,877.904,625.8146428571429,Wednesday
2008-01-17,825.845,625.2207142857143,Thursday
2008-01-18,822.691,623.272642857143,Friday
2008-01-19,1.72,623.3083571428571,Saturday
2008-01-20,0.0,623.3083571428571,Sunday
2008-01-21,702.1575,588.9353571428571,Monday
2008-01-22,753.52,569.1196428571429,Tuesday
2008-01-23,807.683,559.0880714285714,Wednesday
2008-01-24,684.41,538.8830714285715,Thursday
2008-01-25,677.7815,518.1817142857143,Friday
2008-01-26,2.06,518.2302857142857,Saturday
2008-01-27,0.5,518.3017142857143,Sunday
2008-01-28,904.585,547.2199285714286,Monday
2008-01-29,826.5825,557.6574285714286,Tuesday
2008-01-30,839.0215,562.1343571428571,Wednesday
2008-01-31,805.938,579.4955,Thursday
2008-02-01,785.49,594.8824285714285,Friday
2008-02-02,3.2199999999999998,595.0481428571429,Saturday
2008-02-03,0.0,594.9767142857144,Sunday
2008-02-04,858.72,588.4245714285714,Monday
2008-02-05,845.692,591.1545,Tuesday
2008-02-06,852.8085,593.1240714285715,Wednesday
2008-02-07,801.4399999999999,592.4815,Thursday
2008-02-08,766.4275,589.7582857142858,Friday
2008-02-09,1.76,589.5497142857142,Saturday
2008-02-10,0.0,589.5497142857142,Sunday
2008-02-11,875.3824999999999,591.9300714285715,Monday
2008-02-12,818.36,588.0255,Tuesday
2008-02-13,809.9575,581.9039285714285,Wednesday
2008-02-14,836.9005,586.9697142857142,Thursday
2008-02-15,810.9225,593.3261428571429,Friday
2008-02-16,3.0300000000000002,593.5075714285714,Saturday
2008-02-17,0.0,593.5075714285714,Sunday
2008-02-18,773.3975,578.9382857142857,Monday
2008-02-19,862.5024999999999,585.2443571428572,Tuesday
2008-02-20,874.722,594.4964285714286,Wednesday
2008-02-21,849.175,596.2499285714285,Thursday
2008-02-22,854.2145,602.4345000000001,Friday
2008-02-23,9.59,603.371642857143,Saturday
2008-02-24,0.0,603.371642857143,Sunday
2008-02-25,933.63,626.262,Monday
2008-02-26,869.42,627.2502142857144,Tuesday
2008-02-27,864.09,625.7313571428571,Wednesday
2008-02-28,856.9905,626.847857142857,Thursday
2008-02-29,829.23,623.2786428571428,Friday
2008-03-01,3.78,622.4486428571428,Saturday
2008-03-02,0.0,622.4486428571428,Sunday
2008-03-03,987.0075,630.074,Monday
2008-03-04,844.625,626.5318571428571,Tuesday
2008-03-05,854.4415,625.1535,Wednesday
2008-03-06,848.1195,623.8862142857142,Thursday
2008-03-07,718.5365,608.0728571428572,Friday
2008-03-08,2.6799999999999997,607.9157142857142,Saturday
2008-03-09,0.0,607.9157142857142,Sunday
2008-03-10,891.374,594.2537857142858,Monday
2008-03-11,834.85,592.8573571428572,Tuesday
2008-03-12,875.4065,595.8523571428572,Wednesday
2008-03-13,841.36,594.8867142857143,Thursday
2008-03-14,849.8135,613.6405714285713,Friday
2008-03-15,4.32,613.8748571428572,Saturday
2008-03-16,0.0,613.8748571428572,Sunday
2008-03-17,1189.9765,656.5323571428572,Monday
2008-03-18,1009.82,681.5280714285715,Tuesday
2008-03-19,1083.809,711.2998571428571,Wednesday
2008-03-20,992.615,732.9077142857143,Thursday
2008-03-21,947.505,746.8636428571428,Friday
2008-03-22,3.19,746.7022142857143,Saturday
2008-03-23,0.0,746.7022142857143,Sunday
2008-03-24,1082.6195,731.3655,Monday
2008-03-25,1033.022,734.6800714285715,Tuesday
2008-03-26,1125.6725,740.6605714285714,Wednesday
2008-03-27,1032.8045,746.4019285714286,Thursday
2008-03-28,916.5995,741.986857142857,Friday
2008-03-29,1.28,741.7139999999999,Saturday
2008-03-30,0.0,741.7139999999999,Sunday
2008-03-31,1057.2875,738.0951428571427,Monday
2008-04-01,969.865,729.0727142857143,Tuesday
2008-04-02,1036.552,716.3412142857143,Wednesday
2008-04-03,980.811,708.9135714285713,Thursday
2008-04-04,884.6175,704.3447142857142,Friday
2008-04-05,3.0200000000000005,704.5932857142858,Saturday
2008-04-06,0.0,704.5932857142858,Sunday
2008-04-07,1120.29,713.5936428571429,Monday
2008-04-08,1048.01,724.7572142857142,Tuesday
2008-04-09,1115.6315,736.0542857142857,Wednesday
2008-04-10,1024.5485,742.3024999999999,Thursday
2008-04-11,917.8935,747.0562142857143,Friday
2008-04-12,3.08,747.0647857142857,Saturday
2008-04-13,0.0,747.0647857142857,Sunday
2008-04-14,1062.0375,738.743,Monday
2008-04-15,1038.4075,737.3712142857142,Tuesday
2008-04-16,1032.5225,725.4984999999999,Wednesday
2008-04-17,962.165,716.5865714285713,Thursday
2008-04-18,929.3375,718.2214285714286,Friday
2008-04-19,3.48,718.2785714285714,Saturday
2008-04-20,0.0,718.2785714285714,Sunday
2008-04-21,985.3375,707.3214285714286,Monday
2008-04-22,897.7385,687.2258571428572,Tuesday
2008-04-23,950.63,675.5269285714286,Wednesday
2008-04-24,923.204,669.9610714285715,Thursday
2008-04-25,877.125,662.5021428571428,Friday
2008-04-26,257.28,698.7592857142857,Saturday
2008-04-27,0.0,698.7592857142857,Sunday
2008-04-28,927.1800000000001,690.4510714285714,Monday
2008-04-29,889.34,689.2512857142857,Tuesday
2008-04-30,946.205,688.6191428571428,Wednesday
2008-05-01,848.042,677.8817142857143,Thursday
2008-05-02,776.42,663.4952857142858,Friday
2008-05-03,324.51,673.0995714285715,Saturday
2008-05-04,2.53,673.4610000000001,Sunday
2008-05-05,949.301,676.6211428571429,Monday
2008-05-06,909.004,679.4302857142857,Tuesday
2008-05-07,894.88,672.0981428571429,Wednesday
2008-05-08,880.54,676.7407142857144,Thursday
2008-05-09,833.99,684.965,Friday
2008-05-10,1.09,638.7621428571429,Saturday
2008-05-11,0.0,638.4007142857143,Sunday
2008-05-12,926.7025,635.1723571428572,Monday
2008-05-13,889.9735,632.4537142857143,Tuesday
2008-05-14,875.49,629.6837142857142,Wednesday
2008-05-15,845.263,624.6441428571428,Thursday
2008-05-16,1060.6805,657.0285,Friday
2008-05-17,184.26,683.1956428571428,Saturday
2008-05-18,0.0,683.1956428571428,Sunday
2008-05-19,1058.4759999999999,702.0204285714286,Monday
2008-05-20,1148.461,738.9472142857142,Tuesday
2008-05-21,1105.571,771.8159285714285,Wednesday
2008-05-22,999.844,793.8989285714285,Thursday
2008-05-23,994.4075,784.4313571428571,Friday
2008-05-24,303.255,801.4306428571429,Saturday
2008-05-25,0.0,801.4306428571429,Sunday
2008-05-26,823.367,767.843642857143,Monday
2008-05-27,953.472,739.9880714285715,Tuesday
2008-05-28,957.027,718.7675,Wednesday
2008-05-29,839.2,695.8183571428572,Thursday
2008-05-30,1058.842,705.0232857142857,Friday
2008-05-31,293.9455,703.6933571428572,Saturday
2008-06-01,0.0,703.6933571428572,Sunday
2008-06-02,1028.184,732.9529285714286,Monday
2008-06-03,956.9295,733.4468571428571,Tuesday
2008-06-04,906.788,726.2698571428572,Wednesday
2008-06-05,887.4495,733.1626428571428,Thursday
2008-06-06,864.7,705.4280714285715,Friday
2008-06-07,152.71,685.2515714285715,Saturday
2008-06-08,0.0,685.2515714285715,Sunday
2008-06-09,967.979,676.6508571428573,Monday
2008-06-10,921.2445,671.553,Tuesday
2008-06-11,897.0435,670.1609285714286,Wednesday
2008-06-12,864.962,666.9484285714286,Thursday
2008-06-13,804.58,658.3598571428572,Friday
2008-06-14,13.74,638.507,Saturday
2008-06-15,0.0,638.507,Sunday
2008-06-16,818.5550000000001,617.1607142857143,Monday
2008-06-17,784.8075,597.6697142857143,Tuesday
2008-06-18,797.03,583.3820714285714,Wednesday
